det_part,timestamp,current
FPix_BpO_D2_ROG2_RNG1_HV,2024-07-16 06:59:55,1086.87022901
FPix_BpO_D2_ROG2_RNG1_HV,2024-07-31 00:23:01,1218.54225352
FPix_BpO_D2_ROG2_RNG1_HV,2024-08-12 22:40:29,1289.03067485
FPix_BpO_D2_ROG2_RNG1_HV,2024-08-24 18:00:49,1253.82786885
FPix_BpO_D2_ROG2_RNG1_HV,2024-09-15 02:32:11,1467.24338624
FPix_BpO_D2_ROG2_RNG1_HV,2024-10-04 17:23:17,1503.46413502
FPix_BpO_D2_ROG2_RNG1_HV,2025-05-29 09:05:51,1417.14130435
FPix_BpO_D2_ROG2_RNG1_HV,2025-06-08 03:58:21,1546.12552301
BPix_BpO_SEC4_LAY14_LAY4_HV,2024-05-13 00:33:48,1973.76353276
BPix_BpO_SEC4_LAY14_LAY4_HV,2024-05-20 22:30:04,1998.3143508
BPix_BpO_SEC4_LAY14_LAY4_HV,2024-07-02 01:30:19,2266.05932203
BPix_BpO_SEC4_LAY14_LAY4_HV,2024-07-16 06:59:46,2447.41981982
BPix_BpO_SEC4_LAY14_LAY4_HV,2024-07-31 00:15:19,2713.90569948
BPix_BpO_SEC4_LAY14_LAY4_HV,2024-08-12 22:59:48,2888.35315597
BPix_BpO_SEC4_LAY14_LAY4_HV,2024-08-24 19:21:20,2953.87597975
BPix_BpO_SEC4_LAY14_LAY4_HV,2024-09-15 02:29:33,3297.64088191
BPix_BpO_SEC4_LAY14_LAY4_HV,2024-10-04 17:29:42,3389.44416151
BPix_BpO_SEC4_LAY14_LAY4_HV,2025-05-29 09:29:23,3264.01143293
BPix_BpO_SEC4_LAY14_LAY4_HV,2025-06-08 04:00:51,3437.46666667
BPix_BpI_SEC4_LAY23_LAY2_HV,2024-05-13 00:32:57,1668.01732673
BPix_BpI_SEC4_LAY23_LAY2_HV,2024-05-20 22:31:11,1686.2037037
BPix_BpI_SEC4_LAY23_LAY2_HV,2024-07-02 01:28:40,1912.358125
BPix_BpI_SEC4_LAY23_LAY2_HV,2024-07-16 07:00:46,2055.05834137
BPix_BpI_SEC4_LAY23_LAY2_HV,2024-07-31 00:15:58,2272.7936772
BPix_BpI_SEC4_LAY23_LAY2_HV,2024-08-12 22:59:47,2409.93855932
BPix_BpI_SEC4_LAY23_LAY2_HV,2024-08-24 19:25:37,2468.28110566
BPix_BpI_SEC4_LAY23_LAY2_HV,2024-09-15 02:30:04,2687.86596583
BPix_BpI_SEC4_LAY23_LAY2_HV,2024-10-04 17:29:58,2833.73181531
BPix_BpI_SEC4_LAY23_LAY2_HV,2025-05-29 09:29:27,2761.04643963
BPix_BpI_SEC4_LAY23_LAY2_HV,2025-06-08 03:59:54,2902.40086207
BPix_BmI_SEC8_LAY14_LAY4_HV,2024-05-13 00:33:14,1401.81061947
BPix_BmI_SEC8_LAY14_LAY4_HV,2024-05-20 22:28:37,1419.45303867
BPix_BmI_SEC8_LAY14_LAY4_HV,2024-07-02 01:29:53,1611.29826087
BPix_BmI_SEC8_LAY14_LAY4_HV,2024-07-16 07:01:05,1752.74870274
BPix_BmI_SEC8_LAY14_LAY4_HV,2024-07-31 00:15:41,1949.07737397
BPix_BmI_SEC8_LAY14_LAY4_HV,2024-08-12 23:01:24,2076.2930622
BPix_BmI_SEC8_LAY14_LAY4_HV,2024-08-24 19:26:06,2128.08224016
BPix_BmI_SEC8_LAY14_LAY4_HV,2024-09-15 02:31:19,2377.80683919
BPix_BmI_SEC8_LAY14_LAY4_HV,2024-10-04 17:30:11,2446.40044053
BPix_BmI_SEC8_LAY14_LAY4_HV,2025-05-29 09:28:49,2308.02477876
BPix_BmI_SEC8_LAY14_LAY4_HV,2025-06-08 04:00:21,2435.56111111
FPix_BmI_D2_ROG4_RNG2_HV,2024-05-13 01:10:56,879.371134021
FPix_BmI_D2_ROG4_RNG2_HV,2024-05-20 22:08:42,918.615384615
FPix_BmI_D2_ROG4_RNG2_HV,2024-07-02 01:50:05,1037.70731707
FPix_BmI_D2_ROG4_RNG2_HV,2024-07-16 06:49:05,1112.20833333
FPix_BmI_D2_ROG4_RNG2_HV,2024-07-31 00:06:51,1223.65
FPix_BmI_D2_ROG4_RNG2_HV,2024-08-12 22:39:44,1282.3964497
FPix_BmI_D2_ROG4_RNG2_HV,2024-08-24 18:28:49,1276.04774306
FPix_BmI_D2_ROG4_RNG2_HV,2024-09-15 02:36:39,1465.61654135
FPix_BmI_D2_ROG4_RNG2_HV,2024-10-04 17:30:33,1422.68112245
FPix_BmI_D2_ROG4_RNG2_HV,2025-05-29 09:15:07,1400.14876033
FPix_BmI_D2_ROG4_RNG2_HV,2025-06-08 03:59:19,1536.48235294
FPix_BmI_D2_ROG3_RNG2_HV,2024-05-13 01:09:27,895.583333333
FPix_BmI_D2_ROG3_RNG2_HV,2024-05-20 22:20:48,936.409090909
FPix_BmI_D2_ROG3_RNG2_HV,2024-07-02 01:18:37,1057.77894737
FPix_BmI_D2_ROG3_RNG2_HV,2024-07-16 07:01:16,1139.32579186
FPix_BmI_D2_ROG3_RNG2_HV,2024-07-31 00:01:02,1252.21666667
FPix_BmI_D2_ROG3_RNG2_HV,2024-08-12 22:48:28,1311.95215311
FPix_BmI_D2_ROG3_RNG2_HV,2024-08-24 18:12:54,1309.16746795
FPix_BmI_D2_ROG3_RNG2_HV,2024-09-15 02:18:20,1498.50802139
FPix_BmI_D2_ROG3_RNG2_HV,2024-10-04 17:23:19,1532.83794466
FPix_BmI_D2_ROG3_RNG2_HV,2025-05-29 09:18:31,1420.99004975
FPix_BmI_D2_ROG3_RNG2_HV,2025-06-08 04:03:16,1560.86547085
FPix_BmO_D2_ROG2_RNG2_HV,2024-05-13 00:54:35,1040.39655172
FPix_BmO_D2_ROG2_RNG2_HV,2024-05-20 22:31:43,1087.18367347
FPix_BmO_D2_ROG2_RNG2_HV,2024-07-02 01:27:13,1234.44230769
FPix_BmO_D2_ROG2_RNG2_HV,2024-07-16 06:58:58,1328.12177122
FPix_BmO_D2_ROG2_RNG2_HV,2024-07-31 00:13:37,1471.51118211
FPix_BmO_D2_ROG2_RNG2_HV,2024-08-12 22:57:29,1566.07122507
FPix_BmO_D2_ROG2_RNG2_HV,2024-08-24 18:46:20,1568.14616056
FPix_BmO_D2_ROG2_RNG2_HV,2024-09-15 02:41:35,1769.16319444
FPix_BmO_D2_ROG2_RNG2_HV,2024-10-04 17:30:53,1804.15517241
FPix_BmO_D2_ROG2_RNG2_HV,2025-05-29 09:20:17,1665.28448276
FPix_BmO_D2_ROG2_RNG2_HV,2025-06-08 03:51:40,1831.68932039
BPix_BmO_SEC3_LAY14_LAY4_HV,2024-05-13 00:31:44,1335.30668842
BPix_BmO_SEC3_LAY14_LAY4_HV,2024-05-20 22:29:56,1348.24019608
BPix_BmO_SEC3_LAY14_LAY4_HV,2024-07-02 01:28:49,1525.67687349
BPix_BmO_SEC3_LAY14_LAY4_HV,2024-07-16 07:03:48,1660.57894737
BPix_BmO_SEC3_LAY14_LAY4_HV,2024-07-31 00:14:54,1844.44888179
BPix_BmO_SEC3_LAY14_LAY4_HV,2024-08-12 22:59:30,1963.7898748
BPix_BmO_SEC3_LAY14_LAY4_HV,2024-08-24 19:23:04,2014.54251453
BPix_BmO_SEC3_LAY14_LAY4_HV,2024-09-15 02:31:29,2246.74734694
BPix_BmO_SEC3_LAY14_LAY4_HV,2024-10-04 17:28:36,2311.80725191
BPix_BmO_SEC3_LAY14_LAY4_HV,2025-05-29 09:30:53,2167.7561753
BPix_BmO_SEC3_LAY14_LAY4_HV,2025-06-08 03:58:24,2282.40481064
BPix_BmO_SEC7_LAY23_LAY3_HV,2024-05-13 00:29:46,3164.06672158
BPix_BmO_SEC7_LAY23_LAY3_HV,2024-05-20 22:29:46,3156.71677019
BPix_BmO_SEC7_LAY23_LAY3_HV,2024-07-02 01:30:40,3673.49684543
BPix_BmO_SEC7_LAY23_LAY3_HV,2024-07-16 07:00:19,3942.79126214
BPix_BmO_SEC7_LAY23_LAY3_HV,2024-07-31 00:15:19,4378.85775371
